player1 clans,player1 is_winner,player1 lvl1_played,player1 lvl2_played,player1 lvl3_played,player1 cards_drawn,player1 cards_captured,player1 cards_destroyed,player1 cards_sacrificed,player1 cards_shifted,player1 force_of_will,player1 activation_tokens,player1 clan_most_played,player1 clan_most_played_last_5_turns,player1 is_first_player,player2 clans,player2 is_winner,player2 lvl1_played,player2 lvl2_played,player2 lvl3_played,player2 cards_drawn,player2 cards_captured,player2 cards_destroyed,player2 cards_sacrificed,player2 cards_shifted,player2 force_of_will,player2 activation_tokens,player2 clan_most_played,player2 clan_most_played_last_5_turns,player2 is_first_player,id,average_rank,creation_time,creation_time_month,creation_time_day,creation_time_year,Abunakkashii,duration_min,clan_passive_1,clan_passive_2,victory_condition,nb_of_rounds,clans_selected_1,clans_selected_2,clans_selected_3,clans_selected_4,clans_selected_5,clans_selected_6,clans_banned_1
["Galmi" "Justice" "Goan-Sul"],true,5,7,1,14,0,3,0,1,0,2,Goan-Sul,Goan-Sul,false,["Abhilasha" "Narashima" "Tomorrow"],false,6,3,0,19,0,0,0,2,2,2,Tomorrow,Narashima,true,500096128,174,Created 04/15/2024 at 10:53,4,15,2024,true,6141,Phoenix,Abunakkashii,Winning a Great Battle by more than 10 points (Goan-Sul),1,Abhilasha,Galmi,Justice,Narashima,Tomorrow,Goan-Sul,Xi'an
["Abhilasha" "Galmi" "Xi'an"],true,10,9,6,28,4,0,5,4,0,2,Galmi,Xi'an,false,["Tomorrow" "Narashima" "Goan-Sul"],false,10,6,3,32,3,1,5,2,0,3,Tomorrow,Tomorrow,true,485904673,174,Created 03/11/2024 at 15:31,3,11,2024,false,11487,Phoenix,Justice,Controlling 15 cards face up,2,Tomorrow,Abhilasha,Galmi,Narashima,Goan-Sul,Xi'an,Abunakkashii
["Abhilasha" "Galmi" "Xi'an"],true,7,1,0,13,1,1,5,1,0,2,Galmi,Galmi,false,["Narashima" "Goan-Sul" "Justice"],false,5,2,0,16,0,1,3,1,0,2,Goan-Sul,Goan-Sul,true,498427423,174,Created yesterday at 06:20,true,449,Phoenix,Abunakkashii,Conceded,2,Narashima,Abhilasha,Galmi,Goan-Sul,Justice,Xi'an,Tomorrow
["Abhilasha" "Narashima" "Phoenix"],true,7,6,1,21,5,0,4,0,1,2,Abhilasha,Abhilasha,true,["Galmi" "Xi'an" "Goan-Sul"],false,5,4,2,16,1,1,4,0,0,2,Xi'an,Xi'an,false,490808290,174,Created 03/23/2024 at 15:33,3,23,2024,true,23,Justice,Abunakkashii,Controlling 2 Supremacy tokens,2,Abhilasha,Galmi,Xi'an,Narashima,Phoenix,Goan-Sul,Tomorrow
["Xi'an" "Narashima" "Galmi"],true,10,8,3,25,0,3,5,2,0,2,Xi'an,Xi'an,true,["Goan-Sul" "Tomorrow" "Justice"],false,7,6,5,29,2,3,3,0,0,2,Justice,Justice,false,490181862,174,Created 03/22/2024 at 00:31,3,22,2024,true,30,Abunakkashii,Phoenix,Controlling 2 Supremacy tokens,2,Xi'an,Goan-Sul,Tomorrow,Narashima,Galmi,Justice,Abhilasha
["Galmi" "Abhilasha" "Tomorrow"],true,9,9,2,29,6,0,6,2,3,2,Abhilasha,Abhilasha,false,["Xi'an" "Goan-Sul" "Narashima"],false,12,6,2,24,3,1,4,1,0,2,Goan-Sul,Goan-Sul,true,490694610,174,Created 03/23/2024 at 09:08,3,23,2024,false,42,Phoenix,Justice,Controlling 2 Supremacy tokens,2,Xi'an,Galmi,Abhilasha,Goan-Sul,Narashima,Tomorrow,Abunakkashii
["Abhilasha" "Galmi" "Justice"],true,7,5,3,10,2,0,1,2,0,2,Justice,Justice,false,["Narashima" "Tomorrow" "Abunakkashii"],false,9,3,1,43,0,0,0,2,0,2,Tomorrow,Narashima,true,502609169,174,Created 2 hours ago,true,23,Goan-Sul,Phoenix,Winning a Great Battle by more than 10 points (Goan-Sul),1,Narashima,Abhilasha,Galmi,Tomorrow,Abunakkashii,Justice,Xi'an
["Abhilasha" "Xi'an" "Tomorrow"],true,16,10,6,53,4,1,7,11,1,4,Xi'an,Xi'an,true,["Narashima" "Galmi" "Goan-Sul"],false,12,9,4,29,1,0,6,5,0,2,Galmi,Galmi,false,495055130,174,Created 04/02/2024 at 23:06,4,2,2024,true,6650,Justice,Phoenix,Controlling 2 Supremacy tokens,2,Abhilasha,Narashima,Galmi,Xi'an,Tomorrow,Goan-Sul,Abunakkashii
["Abhilasha" "Galmi" "Goan-Sul"],true,12,10,6,27,7,4,8,4,0,3,Goan-Sul,Goan-Sul,false,["Xi'an" "Tomorrow" "Narashima"],false,13,6,6,38,0,1,5,2,0,2,Narashima,Xi'an,true,495232456,173,Created 04/03/2024 at 12:50,4,3,2024,true,48,Abunakkashii,Justice,Controlling 15 cards face up,2,Xi'an,Abhilasha,Galmi,Tomorrow,Narashima,Goan-Sul,Phoenix
["Abhilasha" "Xi'an" "Goan-Sul"],true,11,10,2,24,8,0,6,5,0,2,Abhilasha,Abhilasha,true,["Galmi" "Narashima" "Tomorrow"],false,9,12,1,30,2,0,4,7,0,2,Galmi,Galmi,false,489821772,173,Created 03/21/2024 at 03:06,3,21,2024,true,50,Abunakkashii,Justice,Controlling 2 Supremacy tokens,2,Abhilasha,Galmi,Narashima,Xi'an,Goan-Sul,Tomorrow,Phoenix
["Abhilasha" "Galmi" "Tomorrow"],true,9,10,7,35,3,0,6,4,2,3,Galmi,Abhilasha,false,["Xi'an" "Narashima" "Goan-Sul"],false,13,6,1,25,3,2,2,2,0,2,Xi'an,Xi'an,true,495347798,173,Created 04/03/2024 at 18:22,4,3,2024,true,1607,Justice,Abunakkashii,Controlling 15 cards face up,2,Xi'an,Abhilasha,Galmi,Narashima,Goan-Sul,Tomorrow,Phoenix
["Abhilasha" "Xi'an" "Narashima"],true,10,7,1,18,6,1,6,1,2,2,Abhilasha,Xi'an,true,["Goan-Sul" "Galmi" "Abunakkashii"],false,9,3,0,19,1,1,5,1,0,2,Galmi,Abunakkashii,false,490689241,173,Created 03/23/2024 at 08:29,3,23,2024,true,31,Phoenix,Tomorrow,Controlling 2 Supremacy tokens,2,Abhilasha,Goan-Sul,Galmi,Xi'an,Narashima,Abunakkashii,Justice
["Abhilasha" "Xi'an" "Narashima"],true,9,6,3,19,2,0,4,2,0,3,Narashima,Narashima,false,["Abunakkashii" "Galmi" "Justice"],false,7,3,3,16,0,0,3,1,0,2,Galmi,Abunakkashii,true,489760439,173,Created 03/20/2024 at 23:25,3,20,2024,true,24,Phoenix,Goan-Sul,Conceded,2,Abunakkashii,Abhilasha,Xi'an,Galmi,Justice,Narashima,Tomorrow
["Abhilasha" "Galmi" "Goan-Sul"],true,8,2,0,16,4,6,5,1,0,2,Abhilasha,Galmi,false,["Xi'an" "Justice" "Phoenix"],false,8,1,0,22,1,1,3,0,0,2,Justice,Justice,true,491663076,173,Created 03/25/2024 at 17:16,3,25,2024,true,22,Narashima,Tomorrow,Controlling 2 Supremacy tokens,2,Xi'an,Abhilasha,Galmi,Justice,Phoenix,Goan-Sul,Abunakkashii
["Galmi" "Narashima" "Phoenix"],true,6,6,3,24,0,1,0,1,0,2,Narashima,Phoenix,false,["Abhilasha" "Tomorrow" "Justice"],false,7,5,4,29,2,0,2,2,0,3,Tomorrow,Tomorrow,true,495447796,173,Created 04/03/2024 at 22:26,4,3,2024,true,20,Abunakkashii,Goan-Sul,Winning a Great Battle by more than 10 points (Goan-Sul),1,Abhilasha,Galmi,Narashima,Tomorrow,Justice,Phoenix,Xi'an
["Abhilasha" "Narashima" "Tomorrow"],true,13,10,6,43,12,0,10,8,1,5,Abhilasha,Tomorrow,false,["Goan-Sul" "Justice" "Galmi"],false,15,7,1,28,7,3,9,5,1,3,Goan-Sul,Goan-Sul,true,491973775,172,Created 03/26/2024 at 11:53,3,26,2024,true,47,Abunakkashii,Phoenix,Unlocking 5 Activation tokens,3,Goan-Sul,Abhilasha,Narashima,Justice,Galmi,Tomorrow,Xi'an
["Abhilasha" "Narashima" "Tomorrow"],true,15,13,6,43,8,1,10,7,2,3,Abhilasha,Tomorrow,true,["Xi'an" "Galmi" "Phoenix"],false,15,10,8,49,0,0,12,6,0,2,Xi'an,Xi'an,false,490672470,172,Created 03/23/2024 at 07:38,3,23,2024,true,51,Abunakkashii,Goan-Sul,Controlling 15 cards face up,3,Abhilasha,Xi'an,Galmi,Narashima,Tomorrow,Phoenix,Justice
["Galmi" "Xi'an" "Narashima"],true,11,12,5,29,1,3,9,5,0,2,Narashima,Narashima,false,["Abhilasha" "Goan-Sul" "Tomorrow"],false,16,7,6,47,8,4,12,3,1,2,Tomorrow,Goan-Sul,true,495344798,172,Created 04/03/2024 at 18:22,4,3,2024,true,319,Justice,Phoenix,Controlling 2 Supremacy tokens,3,Abhilasha,Galmi,Xi'an,Goan-Sul,Tomorrow,Narashima,Abunakkashii
["Phoenix" "Goan-Sul" "Galmi"],true,8,3,2,20,0,5,3,1,0,2,Goan-Sul,Goan-Sul,true,["Narashima" "Abhilasha" "Tomorrow"],false,7,2,1,21,2,0,2,0,0,2,Narashima,Narashima,false,494405598,172,Created 04/01/2024 at 12:53,4,1,2024,true,1370,Justice,Abunakkashii,Winning a Great Battle by more than 10 points (Goan-Sul),2,Phoenix,Narashima,Abhilasha,Goan-Sul,Galmi,Tomorrow,Xi'an
["Abhilasha" "Xi'an" "Justice"],true,8,9,2,29,8,0,7,4,2,5,Abhilasha,Abhilasha,true,["Narashima" "Galmi" "Phoenix"],false,7,7,3,25,0,0,8,1,0,2,Phoenix,Narashima,false,499767200,172,Created yesterday at 15:04,true,201,Tomorrow,Goan-Sul,Unlocking 5 Activation tokens,2,Abhilasha,Narashima,Galmi,Xi'an,Justice,Phoenix,Abunakkashii
["Xi'an" "Tomorrow" "Narashima"],true,9,7,3,43,0,0,6,2,0,5,Tomorrow,Tomorrow,true,["Abhilasha" "Galmi" "Goan-Sul"],false,7,6,3,16,5,1,7,0,1,3,Abhilasha,Abhilasha,false,494644668,172,Created 04/01/2024 at 23:40,4,1,2024,true,29,Phoenix,Justice,Unlocking 5 Activation tokens,2,Xi'an,Abhilasha,Galmi,Tomorrow,Narashima,Goan-Sul,Abunakkashii
["Abhilasha" "Narashima" "Tomorrow"],true,9,4,3,18,3,0,0,3,2,3,Narashima,Narashima,true,["Xi'an" "Galmi" "Justice"],false,6,5,0,7,0,0,0,1,1,2,Galmi,Galmi,false,493275053,172,Created 03/29/2024 at 15:22,3,29,2024,false,17,Phoenix,Goan-Sul,Winning a Great Battle by more than 10 points (Goan-Sul),1,Abhilasha,Xi'an,Galmi,Narashima,Tomorrow,Justice,Abunakkashii
["Xi'an" "Goan-Sul" "Justice"],true,2,2,1,10,2,0,0,0,0,2,Goan-Sul,Goan-Sul,false,["Abhilasha" "Tomorrow" "Narashima"],false,1,1,0,10,0,0,0,0,0,2,Narashima,Narashima,true,496423542,172,Created 04/06/2024 at 10:46,4,6,2024,true,1848,Phoenix,Abunakkashii,Winning a Great Battle by more than 10 points (Goan-Sul),1,Abhilasha,Xi'an,Goan-Sul,Tomorrow,Narashima,Justice,Galmi
["Abhilasha" "Xi'an" "Narashima"],true,12,10,7,37,8,2,7,3,1,4,Narashima,Abhilasha,true,["Tomorrow" "Galmi" "Goan-Sul"],false,10,10,6,38,1,4,7,2,0,2,Galmi,Galmi,false,484623611,172,Created 03/08/2024 at 13:34,3,8,2024,true,19255,Justice,Abunakkashii,Controlling 15 cards face up,2,Abhilasha,Tomorrow,Galmi,Xi'an,Narashima,Goan-Sul,Phoenix
["Xi'an" "Galmi" "Phoenix"],true,12,7,3,30,0,0,5,5,0,5,Phoenix,Phoenix,false,["Narashima" "Goan-Sul" "Tomorrow"],false,8,5,2,25,2,0,3,0,0,2,Goan-Sul,Goan-Sul,true,494634558,172,Created 04/01/2024 at 23:13,4,1,2024,true,25,Abunakkashii,Justice,Unlocking 5 Activation tokens,2,Narashima,Xi'an,Galmi,Goan-Sul,Tomorrow,Phoenix,Abhilasha
["Xi'an" "Tomorrow" "Phoenix"],true,11,7,5,34,2,0,4,4,0,2,Phoenix,Phoenix,false,["Abhilasha" "Narashima" "Galmi"],false,12,10,0,34,7,0,6,7,1,2,Abhilasha,Galmi,true,492416815,172,Created 03/27/2024 at 13:41,3,27,2024,false,40,Goan-Sul,Justice,Controlling 15 cards face up,2,Abhilasha,Xi'an,Tomorrow,Narashima,Galmi,Phoenix,Abunakkashii
["Abhilasha" "Tomorrow" "Abunakkashii"],true,9,9,2,39,9,1,5,6,0,2,Abhilasha,Abhilasha,true,["Xi'an" "Goan-Sul" "Phoenix"],false,9,5,1,24,0,2,4,3,0,2,Goan-Sul,Xi'an,false,490486841,172,Created 03/22/2024 at 19:39,3,22,2024,true,37,Justice,Galmi,Controlling 2 Supremacy tokens,2,Abhilasha,Xi'an,Goan-Sul,Tomorrow,Abunakkashii,Phoenix,Narashima
["Abhilasha" "Galmi" "Xi'an"],true,11,8,5,33,3,0,5,1,1,2,Xi'an,Abhilasha,true,["Narashima" "Goan-Sul" "Tomorrow"],false,13,5,0,27,5,3,3,4,0,2,Narashima,Narashima,false,489937582,171,Created 03/21/2024 at 12:22,3,21,2024,true,23,Phoenix,Justice,Controlling 15 cards face up,2,Abhilasha,Narashima,Goan-Sul,Galmi,Xi'an,Tomorrow,Abunakkashii
["Galmi" "Tomorrow" "Justice"],true,9,8,2,34,1,0,6,1,1,2,Galmi,Galmi,false,["Abhilasha" "Phoenix" "Narashima"],false,11,9,3,27,4,0,3,5,0,3,Phoenix,Phoenix,true,499727618,171,Created yesterday at 13:21,true,1663,Abunakkashii,Goan-Sul,Controlling 2 Supremacy tokens,2,Abhilasha,Galmi,Tomorrow,Phoenix,Narashima,Justice,Xi'an
["Abhilasha" "Galmi" "Xi'an"],true,10,9,2,19,6,1,7,4,1,2,Abhilasha,Abhilasha,false,["Phoenix" "Goan-Sul" "Narashima"],false,14,3,2,25,3,1,5,0,0,2,Goan-Sul,Goan-Sul,true,490619319,171,Created 03/23/2024 at 02:57,3,23,2024,true,44,Justice,Tomorrow,Controlling 2 Supremacy tokens,2,Phoenix,Abhilasha,Galmi,Goan-Sul,Narashima,Xi'an,Abunakkashii
["Abhilasha" "Phoenix" "Tomorrow"],true,17,11,6,63,17,1,11,9,1,4,Abhilasha,Tomorrow,true,["Xi'an" "Galmi" "Goan-Sul"],false,14,11,5,34,6,0,11,4,0,3,Goan-Sul,Goan-Sul,false,489332353,171,Created 03/19/2024 at 22:05,3,19,2024,false,56,Justice,Narashima,Conceded,3,Abhilasha,Xi'an,Galmi,Phoenix,Tomorrow,Goan-Sul,Abunakkashii
["Abhilasha" "Narashima" "Galmi"],true,6,4,2,18,2,0,1,0,1,2,Abhilasha,Abhilasha,true,["Abunakkashii" "Phoenix" "Justice"],false,9,3,1,22,0,0,1,2,0,2,Phoenix,Phoenix,false,492544181,171,Created 03/27/2024 at 19:34,3,27,2024,true,12,Tomorrow,Goan-Sul,Conceded,1,Abhilasha,Abunakkashii,Phoenix,Narashima,Galmi,Justice,Xi'an
["Justice" "Tomorrow" "Phoenix"],true,5,4,3,17,0,0,5,1,0,2,Justice,Justice,false,["Abhilasha" "Xi'an" "Narashima"],false,8,6,2,18,2,2,5,2,0,2,Xi'an,Narashima,true,488900864,171,Created 03/18/2024 at 21:23,3,18,2024,true,18,Galmi,Abunakkashii,Turn over 3 Clan tiles (Justice),2,Abhilasha,Justice,Tomorrow,Xi'an,Narashima,Phoenix,Goan-Sul
["Abhilasha" "Galmi" "Narashima"],true,11,7,5,27,6,0,7,2,1,5,Abhilasha,Narashima,false,["Xi'an" "Goan-Sul" "Tomorrow"],false,8,8,2,26,1,6,6,2,0,2,Goan-Sul,Goan-Sul,true,489924606,171,Created 03/21/2024 at 11:55,3,21,2024,true,25,Justice,Abunakkashii,Unlocking 5 Activation tokens,2,Xi'an,Abhilasha,Galmi,Goan-Sul,Tomorrow,Narashima,Phoenix
["Galmi" "Narashima" "Justice"],true,14,10,5,34,0,0,7,9,0,2,Galmi,Galmi,true,["Tomorrow" "Xi'an" "Goan-Sul"],false,11,9,3,47,3,1,8,1,0,2,Tomorrow,Tomorrow,false,493291807,171,Created 03/29/2024 at 16:27,3,29,2024,true,5509,Abunakkashii,Phoenix,Controlling 2 Supremacy tokens,2,Galmi,Tomorrow,Xi'an,Narashima,Justice,Goan-Sul,Abhilasha
["Abhilasha" "Phoenix" "Goan-Sul"],true,9,6,2,21,0,0,6,2,0,5,Phoenix,Phoenix,true,["Galmi" "Narashima" "Tomorrow"],false,8,2,1,19,0,0,4,0,0,2,Narashima,Narashima,false,489470667,171,Created 03/20/2024 at 08:31,3,20,2024,true,1842,Abunakkashii,Justice,Unlocking 5 Activation tokens,2,Abhilasha,Galmi,Narashima,Phoenix,Goan-Sul,Tomorrow,Xi'an
["Abhilasha" "Xi'an" "Justice"],true,8,6,3,20,10,1,6,1,0,3,Abhilasha,Abhilasha,true,["Narashima" "Galmi" "Tomorrow"],false,10,4,1,32,0,0,4,3,0,2,Galmi,Galmi,false,490760863,171,Created 03/23/2024 at 13:48,3,23,2024,true,1387,Abunakkashii,Phoenix,Conceded,2,Abhilasha,Narashima,Galmi,Xi'an,Justice,Tomorrow,Goan-Sul
["Abhilasha" "Tomorrow" "Xi'an"],true,6,4,2,24,3,0,3,1,0,4,Abhilasha,Abhilasha,true,["Goan-Sul" "Phoenix" "Abunakkashii"],false,10,3,0,24,2,1,3,2,0,2,Goan-Sul,Goan-Sul,false,491404969,171,Created 03/24/2024 at 23:59,3,24,2024,true,1365,Galmi,Narashima,Conceded,2,Abhilasha,Goan-Sul,Phoenix,Tomorrow,Xi'an,Abunakkashii,Justice
["Galmi" "Narashima" "Xi'an"],true,9,7,5,18,3,0,5,0,0,2,Xi'an,Narashima,false,["Abhilasha" "Phoenix" "Goan-Sul"],false,9,6,1,26,4,1,4,1,0,2,Phoenix,Phoenix,true,494560224,171,Created 04/01/2024 at 19:56,4,1,2024,false,1501,Tomorrow,Justice,Controlling 15 cards face up,2,Abhilasha,Galmi,Narashima,Phoenix,Goan-Sul,Xi'an,Abunakkashii
["Abhilasha" "Tomorrow" "Xi'an"],true,8,8,1,24,11,0,5,3,0,2,Xi'an,Abhilasha,true,["Goan-Sul" "Phoenix" "Justice"],false,12,5,2,28,2,1,5,4,0,2,Phoenix,Phoenix,false,493375974,171,Created 03/29/2024 at 20:00,3,29,2024,true,2696,Galmi,Abunakkashii,Controlling 2 Supremacy tokens,2,Abhilasha,Goan-Sul,Phoenix,Tomorrow,Xi'an,Justice,Narashima
["Abhilasha" "Galmi" "Tomorrow"],true,12,9,3,23,3,0,4,6,2,2,Galmi,Tomorrow,true,["Xi'an" "Narashima" "Goan-Sul"],false,13,5,3,25,4,2,3,2,0,2,Xi'an,Goan-Sul,false,492968604,170,Created 03/28/2024 at 20:05,3,28,2024,true,43,Abunakkashii,Justice,Controlling 2 Supremacy tokens,2,Abhilasha,Xi'an,Narashima,Galmi,Tomorrow,Goan-Sul,Phoenix
["Xi'an" "Narashima" "Goan-Sul"],true,17,13,6,52,5,8,12,9,0,5,Xi'an,Goan-Sul,true,["Abhilasha" "Galmi" "Phoenix"],false,22,10,5,39,7,0,11,8,3,2,Galmi,Galmi,false,489248338,170,Created 03/19/2024 at 18:32,3,19,2024,true,50,Abunakkashii,Justice,Unlocking 5 Activation tokens,3,Xi'an,Abhilasha,Galmi,Narashima,Goan-Sul,Phoenix,Tomorrow
["Xi'an" "Tomorrow" "Galmi"],true,12,12,6,41,3,0,7,6,0,2,Xi'an,Xi'an,true,["Abhilasha" "Narashima" "Goan-Sul"],false,11,10,6,29,3,1,7,3,0,3,Narashima,Goan-Sul,false,500805262,170,Created today at 00:33,true,52,Phoenix,Justice,Controlling 15 cards face up,2,Xi'an,Abhilasha,Narashima,Tomorrow,Galmi,Goan-Sul,Abunakkashii
["Goan-Sul" "Xi'an" "Narashima"],true,12,9,5,20,2,8,7,1,0,3,Goan-Sul,Narashima,true,["Tomorrow" "Abunakkashii" "Galmi"],false,14,4,6,27,1,2,3,2,0,3,Galmi,Galmi,false,493642100,170,Created 03/30/2024 at 13:21,3,30,2024,true,32,Phoenix,Abhilasha,Controlling 2 Supremacy tokens,2,Goan-Sul,Tomorrow,Abunakkashii,Xi'an,Narashima,Galmi,Justice
["Tomorrow" "Xi'an" "Phoenix"],true,11,11,8,49,8,0,10,5,0,3,Xi'an,Tomorrow,false,["Abhilasha" "Narashima" "Galmi"],false,15,12,6,44,7,0,7,10,0,3,Galmi,Galmi,true,500774734,170,Created yesterday at 23:01,true,34,Goan-Sul,Justice,Controlling 15 cards face up,2,Abhilasha,Tomorrow,Xi'an,Narashima,Galmi,Phoenix,Abunakkashii
["Abhilasha" "Galmi" "Justice"],true,7,4,1,15,0,0,5,3,0,2,Justice,Galmi,false,["Phoenix" "Narashima" "Tomorrow"],false,7,3,0,27,0,0,4,0,0,2,Tomorrow,Tomorrow,true,493224687,170,Created 03/29/2024 at 13:09,3,29,2024,true,16,Xi'an,Abunakkashii,Turn over 3 Clan tiles (Justice),2,Phoenix,Abhilasha,Galmi,Narashima,Tomorrow,Justice,Goan-Sul
["Galmi" "Abhilasha" "Goan-Sul"],true,14,8,5,19,3,2,11,3,0,2,Galmi,Galmi,true,["Narashima" "Xi'an" "Justice"],false,8,6,4,27,2,0,3,1,1,2,Justice,Justice,false,489961085,170,Created 03/21/2024 at 14:11,3,21,2024,true,33,Phoenix,Abunakkashii,Controlling 15 cards face up,2,Galmi,Narashima,Xi'an,Abhilasha,Goan-Sul,Justice,Tomorrow
["Abhilasha" "Xi'an" "Tomorrow"],true,5,6,6,26,9,0,0,5,0,5,Abhilasha,Abhilasha,true,["Narashima" "Galmi" "Phoenix"],false,10,5,2,20,0,0,0,6,0,2,Narashima,Galmi,false,491851099,170,Created 03/26/2024 at 02:25,3,26,2024,true,34,Abunakkashii,Goan-Sul,Unlocking 5 Activation tokens,1,Abhilasha,Narashima,Galmi,Xi'an,Tomorrow,Phoenix,Justice
["Xi'an" "Abhilasha" "Phoenix"],true,7,7,0,23,8,1,6,2,0,2,Abhilasha,Xi'an,false,["Tomorrow" "Abunakkashii" "Justice"],false,6,5,0,28,3,1,4,2,0,2,Abunakkashii,Justice,true,490746846,169,Created 03/23/2024 at 12:53,3,23,2024,true,28,Narashima,Galmi,Controlling 2 Supremacy tokens,2,Tomorrow,Xi'an,Abhilasha,Abunakkashii,Justice,Phoenix,Goan-Sul
["Abhilasha" "Galmi" "Narashima"],true,9,7,1,24,3,0,5,1,2,2,Abhilasha,Abhilasha,false,["Goan-Sul" "Xi'an" "Phoenix"],false,11,2,1,23,0,1,4,2,0,2,Phoenix,Phoenix,true,492211229,169,Created 03/26/2024 at 23:14,3,26,2024,true,19,Abunakkashii,Justice,Controlling 2 Supremacy tokens,2,Goan-Sul,Abhilasha,Galmi,Xi'an,Phoenix,Narashima,Tomorrow
["Abhilasha" "Galmi" "Narashima"],true,8,5,2,19,1,2,6,0,0,2,Galmi,Narashima,true,["Phoenix" "Xi'an" "Goan-Sul"],false,8,2,1,19,3,1,4,0,0,2,Goan-Sul,Phoenix,false,490617942,169,Created 03/23/2024 at 02:26,3,23,2024,true,22,Abunakkashii,Tomorrow,Conceded,2,Abhilasha,Phoenix,Xi'an,Galmi,Narashima,Goan-Sul,Justice
["Abhilasha" "Xi'an" "Justice"],true,8,2,1,13,2,0,2,4,0,2,Abhilasha,Justice,false,["Galmi" "Phoenix" "Tomorrow"],false,6,3,0,22,0,0,3,0,0,2,Galmi,Tomorrow,true,488900740,169,Created 03/18/2024 at 21:13,3,18,2024,true,38,Abunakkashii,Goan-Sul,Turn over 3 Clan tiles (Justice),2,Galmi,Abhilasha,Xi'an,Phoenix,Tomorrow,Justice,Narashima
["Abhilasha" "Tomorrow" "Narashima"],true,9,6,5,27,5,0,3,1,0,3,Abhilasha,Tomorrow,true,["Galmi" "Xi'an" "Phoenix"],false,11,7,4,33,1,0,4,4,0,3,Galmi,Xi'an,false,500580883,168,Created 2 hours ago,true,23,Justice,Abunakkashii,Controlling 15 cards face up,2,Abhilasha,Galmi,Xi'an,Tomorrow,Narashima,Phoenix,Goan-Sul
["Galmi" "Goan-Sul" "Narashima"],true,15,17,8,42,6,4,14,6,0,4,Narashima,Narashima,true,["Abunakkashii" "Xi'an" "Tomorrow"],false,17,12,6,60,4,4,14,5,0,3,Xi'an,Tomorrow,false,495456875,168,Created 04/03/2024 at 22:48,4,3,2024,true,51,Phoenix,Justice,Controlling 15 cards face up,3,Galmi,Abunakkashii,Xi'an,Goan-Sul,Narashima,Tomorrow,Abhilasha
["Abhilasha" "Goan-Sul" "Narashima"],true,12,7,7,25,3,4,5,2,0,3,Narashima,Goan-Sul,true,["Galmi" "Xi'an" "Tomorrow"],false,14,8,2,29,3,1,6,3,0,2,Xi'an,Galmi,false,489960709,168,Created 03/21/2024 at 14:21,3,21,2024,false,33,Justice,Phoenix,Winning a Great Battle by more than 10 points (Goan-Sul),2,Abhilasha,Galmi,Xi'an,Goan-Sul,Narashima,Tomorrow,Abunakkashii
["Xi'an" "Abhilasha" "Phoenix"],true,10,9,6,31,5,2,8,3,0,2,Phoenix,Phoenix,true,["Narashima" "Galmi" "Goan-Sul"],false,10,8,2,25,1,0,6,1,0,2,Narashima,Goan-Sul,false,491080377,168,Created 03/24/2024 at 08:35,3,24,2024,false,2585,Justice,Tomorrow,Controlling 2 Supremacy tokens,2,Xi'an,Narashima,Galmi,Abhilasha,Phoenix,Goan-Sul,Abunakkashii
["Goan-Sul" "Tomorrow" "Justice"],true,12,11,6,39,2,9,7,4,0,4,Goan-Sul,Justice,true,["Abhilasha" "Xi'an" "Galmi"],false,18,10,3,37,3,3,7,5,0,3,Galmi,Xi'an,false,491909722,167,Created 03/26/2024 at 06:10,3,26,2024,false,55,Phoenix,Narashima,Controlling 2 Supremacy tokens,3,Goan-Sul,Abhilasha,Xi'an,Tomorrow,Justice,Galmi,Abunakkashii
["Abhilasha" "Xi'an" "Tomorrow"],true,10,6,1,39,4,1,5,2,1,3,Tomorrow,Tomorrow,true,["Justice" "Goan-Sul" "Galmi"],false,8,2,1,17,0,1,3,2,0,3,Goan-Sul,Goan-Sul,false,490528933,167,Created 03/22/2024 at 21:29,3,22,2024,true,25,Phoenix,Abunakkashii,Controlling 2 Supremacy tokens,2,Abhilasha,Justice,Goan-Sul,Xi'an,Tomorrow,Galmi,Narashima
["Abhilasha" "Galmi" "Narashima"],true,4,1,0,9,1,0,2,0,0,2,Galmi,Galmi,false,["Goan-Sul" "Phoenix" "Justice"],false,5,0,0,9,0,1,2,0,0,2,Justice,Goan-Sul,true,493685151,167,Created 03/30/2024 at 15:25,3,30,2024,true,414,Tomorrow,Abunakkashii,Conceded,1,Goan-Sul,Abhilasha,Galmi,Phoenix,Justice,Narashima,Xi'an
["Xi'an" "Narashima" "Tomorrow"],true,9,9,4,31,2,0,4,3,0,3,Xi'an,Narashima,false,["Abhilasha" "Goan-Sul" "Phoenix"],false,10,8,2,30,3,2,5,2,0,2,Phoenix,Phoenix,true,489782151,167,Created 03/21/2024 at 00:06,3,21,2024,true,27,Abunakkashii,Justice,Controlling 2 Supremacy tokens,2,Abhilasha,Xi'an,Narashima,Goan-Sul,Phoenix,Tomorrow,Galmi
["Xi'an" "Galmi" "Tomorrow"],true,10,11,9,38,8,0,13,2,0,5,Xi'an,Galmi,true,["Abhilasha" "Narashima" "Phoenix"],false,12,14,6,37,7,0,9,7,0,3,Abhilasha,Abhilasha,false,489580113,167,Created 03/20/2024 at 14:59,3,20,2024,true,71,Justice,Abunakkashii,Controlling 15 cards face up,3,Xi'an,Abhilasha,Narashima,Galmi,Tomorrow,Phoenix,Goan-Sul
